chrom	start	end	number_DEL	number_DUP	number_h2hINV	number_t2tINV	number_TRA	clusterSize_including_TRA	number_SVs_sample	number_CNV_segments	pval_fragment_joins	chr_breakpoint_enrichment	pval_exp_chr	pval_exp_cluster	max_number_oscillating_CN_segments_2_states	max_number_oscillating_CN_segments_3_states	number_CN_segments_chr	max_number_oscillating_CN_segments_2_states_chr	max_number_oscillating_CN_segments_3_states_chr	inter_number_DEL	inter_number_h2hINV	inter_number_t2tINV	inter_number_DUP	inter_pval_fragment_joins	inter_other_chroms	inter_other_chroms_coords_all	Kids_First_Biospecimen_ID	fdr_fragment_joins	fdr_chr_breakpoint_enrichment	fdr_exp_cluster	call_high_conf	call_low_conf
11	1622022	107808374	2	0	1	1	44	48	594	NA	0.841478639131531	2.38235704778682e-59	0	5.55111512312578e-16	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_K14VJ1E3	0.866828042064204	6.58126134451109e-57	1.28637333299193e-15	0	0
12	8088987	131666730	3	0	2	1	49	55	594	NA	0.263434142749459	7.3250863727126e-66	3.33066907387547e-16	6.66133814775094e-16	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_K14VJ1E3	0.522568139124258	2.40638986108977e-63	1.52146539942714e-15	0	0
13	34441197	77551608	0	0	2	1	13	16	594	NA	0.320762120805639	9.58681799332315e-20	3.10862446895044e-15	1.97619698383278e-13	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_K14VJ1E3	0.522568139124258	8.09220643811409e-18	3.95532166690086e-13	0	0
14	43511810	43513915	0	0	1	1	0	2	594	NA	0.572406704470879	0.000111539599392865	6.66133814775094e-16	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_K14VJ1E3	0.619631498714411	0.00145001479210725	NA	0	0
15	35176824	99523711	0	0	1	0	16	17	594	NA	0.885579767911631	1.22668830055402e-25	0	0	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_K14VJ1E3	0.905160608311766	1.36792626543432e-23	0	0	0
16	8997455	26813250	1	0	1	0	8	10	594	NA	0.572406704470879	2.61796712019546e-13	8.12855311949079e-08	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_K14VJ1E3	0.619631498714411	1.33242694260757e-11	NA	0	0
17	21260513	21755988	1	0	1	1	0	3	594	NA	0.801251956901201	0.168897260355128	2.22044604925031e-16	0	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_K14VJ1E3	0.826754240948485	0.311312759088046	0	0	0
18	NA	NA	0	0	0	0	0	0	594	NA	NA	0.166732318012388	2.22044604925031e-16	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_K14VJ1E3	NA	0.308272968711382	NA	0	0
19	40558294	40558659	1	0	0	0	0	1	594	NA	0.391625176271089	0.0162192109118191	2.22044604925031e-16	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_K14VJ1E3	0.522568139124258	0.070966345800274	NA	0	0
20	15021571	15022875	0	0	1	1	0	2	594	NA	0.572406704470879	0.355780108602671	1.59872115546023e-14	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_K14VJ1E3	0.619631498714411	0.486446256475306	NA	0	0
21	NA	NA	0	0	0	0	0	0	594	NA	NA	2.09939223435246e-06	0	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_K14VJ1E3	NA	4.39967458768174e-05	NA	0	0
22	16527975	20361148	2	0	1	0	4	7	594	NA	0.437805043460768	1.98832711921939e-08	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_K14VJ1E3	0.581855897638196	5.85184410026916e-07	0	0	0
X	126570840	151072849	0	0	1	1	1	3	594	NA	0.299780588595712	0.478003552395851	1.11022302462516e-16	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_K14VJ1E3	0.522568139124258	0.582923184797752	NA	0	0
1	32704691	32705009	1	0	0	0	0	1	16	1	0.391625176271089	NA	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_M8EBKZDG	0.522568139124258	NA	NA	0	0
2	178443490	178447382	1	0	0	0	0	1	16	1	0.391625176271089	0.409269845912201	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_M8EBKZDG	0.522568139124258	0.527257549238241	NA	0	0
3	NA	NA	0	0	0	0	0	0	16	NA	NA	0.353377917719473	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_M8EBKZDG	NA	0.485071551652196	NA	0	0
4	102248917	102249222	1	0	0	0	0	1	16	1	0.391625176271089	0.340264355727731	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_M8EBKZDG	0.522568139124258	0.47522845500064	NA	0	0
5	NA	NA	0	0	0	0	0	0	16	NA	NA	0.322037595525322	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_M8EBKZDG	NA	0.458249470101883	NA	0	0
6	NA	NA	0	0	0	0	0	0	16	NA	NA	0.31028678332442	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_M8EBKZDG	NA	0.448957636551515	NA	0	0
7	38243375	154151382	0	2	1	0	1	4	16	15	0.261464129949111	0.282054604495358	NA	9.97504712163533e-09	9	13	13	9	13	0	0	0	0	NA		 	BS_M8EBKZDG	0.522568139124258	0.423256014523589	1.61392678578794e-08	0	0
8	46413097	46413529	1	0	0	0	0	1	16	2	0.391625176271089	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_M8EBKZDG	0.522568139124258	NA	NA	0	0
9	NA	NA	0	0	0	0	0	0	16	NA	NA	NA	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_M8EBKZDG	NA	NA	NA	0	0
10	NA	NA	0	0	0	0	0	0	16	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_M8EBKZDG	NA	NA	NA	0	0
11	NA	NA	0	0	0	0	0	0	16	NA	NA	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_M8EBKZDG	NA	NA	NA	0	0
12	NA	NA	0	0	0	0	0	0	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_M8EBKZDG	NA	NA	NA	0	0
13	NA	NA	0	0	0	0	0	0	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_M8EBKZDG	NA	NA	NA	0	0
14	105881777	105910823	0	1	0	0	0	1	16	1	0.391625176271089	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_M8EBKZDG	0.522568139124258	NA	NA	0	0
15	NA	NA	0	0	0	0	0	0	16	NA	NA	0.155295359649005	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_M8EBKZDG	NA	0.293198989831261	NA	0	0
16	NA	NA	0	0	0	0	0	0	16	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_M8EBKZDG	NA	NA	NA	0	0
17	28798716	64974301	2	0	0	0	1	3	16	3	0.299780588595712	0.151779719584766	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_M8EBKZDG	0.522568139124258	0.290183317136464	NA	0	0
18	NA	NA	0	0	0	0	0	0	16	NA	NA	0.150420544750516	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_M8EBKZDG	NA	0.288476131499294	NA	0	0
19	NA	NA	0	0	0	0	0	0	16	NA	NA	0.11246801434337	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_M8EBKZDG	NA	0.238562297418912	NA	0	0
20	NA	NA	0	0	0	0	0	0	16	NA	NA	0.122370858139679	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_M8EBKZDG	NA	0.252361347249373	NA	0	0
21	NA	NA	0	0	0	0	0	0	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_M8EBKZDG	NA	NA	NA	0	0
22	NA	NA	0	0	0	0	0	0	16	NA	NA	0.0691661580842627	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_M8EBKZDG	NA	0.175427708455459	NA	0	0
X	NA	NA	0	0	0	0	0	0	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_M8EBKZDG	NA	NA	NA	0	0
1	209453599	248647473	0	1	1	0	0	2	36	1	0.572406704470879	0.678870684158299	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_D2BZ25FW	0.619631498714411	0.747163452186176	NA	0	0
2	130053037	131284347	0	0	1	0	0	1	36	3	0.391625176271089	0.0942404865767501	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_D2BZ25FW	0.522568139124258	0.210452528815065	NA	0	0
3	38053589	48061807	0	1	0	0	0	1	36	1	0.391625176271089	0.179119966351689	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_D2BZ25FW	0.522568139124258	0.320742956836296	NA	0	0
4	NA	NA	0	0	0	0	0	0	36	NA	NA	1	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_D2BZ25FW	NA	1	NA	0	0
5	178178889	178179194	0	1	0	0	0	1	36	1	0.391625176271089	NA	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_D2BZ25FW	0.522568139124258	NA	NA	0	0
6	32524118	90059432	0	2	0	0	0	2	36	6	0.111610225094713	0.362042801812008	NA	NA	4	4	5	5	5	0	0	0	0	NA		 	BS_D2BZ25FW	0.522568139124258	0.492039100892863	NA	0	0
7	67186787	158049218	1	2	0	1	3	7	36	10	0.437805043460768	0.000155110734069626	NA	0	4	8	13	9	13	0	0	0	0	NA		 	BS_D2BZ25FW	0.581855897638196	0.00186485753967983	0	0	0
8	NA	NA	0	0	0	0	0	0	36	NA	NA	0.0885001272429092	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_D2BZ25FW	NA	0.201853172201359	NA	0	0
9	NA	NA	0	0	0	0	0	0	36	NA	NA	0.567695047387491	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_D2BZ25FW	NA	0.651589546836162	NA	0	0
10	NA	NA	0	0	0	0	0	0	36	NA	NA	0.250980748376028	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_D2BZ25FW	NA	0.393736576730849	NA	0	0
11	1664494	1686687	0	0	1	0	0	1	36	1	0.391625176271089	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_D2BZ25FW	0.522568139124258	NA	NA	0	0
12	NA	NA	0	0	0	0	0	0	36	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_D2BZ25FW	NA	1	NA	0	0
13	NA	NA	0	0	0	0	0	0	36	NA	NA	0.162148635566695	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_D2BZ25FW	NA	0.301770708364013	NA	0	0
14	NA	NA	0	0	0	0	0	0	36	NA	NA	0.488786905019486	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_D2BZ25FW	NA	0.591405388596171	NA	0	0
15	NA	NA	0	0	0	0	0	0	36	NA	NA	0.446054447476518	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_D2BZ25FW	NA	0.557453404182303	NA	0	0
16	NA	NA	0	0	0	0	0	0	36	NA	NA	0.10749148251597	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_D2BZ25FW	NA	0.23010901197281	NA	0	0
17	22894553	74732821	1	1	0	0	1	3	36	4	0.299780588595712	0.0270628750942854	NA	NA	2	2	4	4	4	0	0	0	0	NA		 	BS_D2BZ25FW	0.522568139124258	0.0999238295173267	NA	0	0
18	NA	NA	0	0	0	0	0	0	36	NA	NA	NA	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_D2BZ25FW	NA	NA	NA	0	0
19	NA	NA	0	0	0	0	0	0	36	NA	NA	0.0635760874938487	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_D2BZ25FW	NA	0.165775432134049	NA	0	0
20	57948862	57949318	0	1	0	0	0	1	36	1	0.391625176271089	0.000957214034225689	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_D2BZ25FW	0.522568139124258	0.00835419152580399	NA	0	0
21	NA	NA	0	0	0	0	0	0	36	NA	NA	0.227910566556056	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_D2BZ25FW	NA	0.37408878246695	NA	0	0
22	NA	NA	0	0	0	0	0	0	36	NA	NA	0.221869254956882	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_D2BZ25FW	NA	0.367765006682244	NA	0	0
X	NA	NA	0	0	0	0	0	0	36	NA	NA	0.286602201768952	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_D2BZ25FW	NA	0.427441688650505	NA	0	0
1	15440587	181074186	16	1	0	0	9	26	586	12	4.18311835319589e-07	1.14250992240203e-10	4.44089209850063e-16	0	10	10	13	12	13	1425	25	17	55	0	2_5_7	2:1361829-240692107;5:2058987-181243691
7:5528719-153784146;	BS_E0S2Y0TS	5.88287841643112e-05	4.38082274662355e-09	0	0	0
2	1361829	240692107	96	1	0	2	14	113	586	15	1.61159286771626e-52	8.69952001088139e-16	4.31465974060075e-11	0	11	13	13	11	13	1428	25	17	59	0	1_10_21_7	1:15440587-181074186;10:17233929-116567734
21:46126236-46131949;7:5528719-153784146
	BS_E0S2Y0TS	2.29882211202097e-49	5.45065287279707e-14	0	0	0
3	21192397	195573849	11	0	1	0	12	24	586	2	0.000105276181771498	1.40520412770932e-14	1.54321000422897e-14	1.22124532708767e-15	NA	NA	NA	NA	NA	952	17	10	43	0	4_6_8	4:903572-144076656;6:29768397-29988216
8:11845221-144790354;	BS_E0S2Y0TS	0.00964387775218718	7.94430519642177e-13	2.67624077355303e-15	0	0
4	903572	144076656	6	2	0	0	3	11	586	8	0.00140515867238081	0.000300376992083218	NA	7.01575497907836e-06	4	6	6	4	6	0	0	0	0	NA		 	BS_E0S2Y0TS	0.0929172804220026	0.00325989494533171	9.43582376977089e-06	0	0
5	2058987	181243691	23	1	0	2	5	31	586	8	1.27899456097689e-12	9.70869510408377e-07	NA	6.66133814775094e-16	6	6	6	6	6	475	8	6	18	1.92005560951773e-276	1	1:15440587-181074186;	BS_E0S2Y0TS	2.50407072379494e-10	2.14952985410088e-05	1.52146539942714e-15	0	0
6	29768397	29988216	0	2	0	0	0	2	586	2	0.111610225094713	2.58370958980607e-06	0	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_E0S2Y0TS	0.522568139124258	5.31387310729151e-05	NA	0	0
7	5528719	153784146	42	2	2	1	7	54	586	14	3.88723419744484e-21	1.29269972791492e-09	4.14424035088956e-08	0	8	12	13	8	13	949	17	11	37	0	1_9	1:15440587-181074186;9:12704704-134812445
	BS_E0S2Y0TS	1.29380111538289e-18	4.4013347879008e-08	0	0	0
8	11845221	144790354	19	0	1	0	5	25	586	4	5.99504308043328e-13	3.41514743285407e-07	NA	4.44089209850063e-16	2	2	4	4	4	476	8	5	18	4.72245922769679e-278	3	3:21192397-195573849;	BS_E0S2Y0TS	1.19721010316253e-10	8.31886113153131e-06	1.04341656088249e-15	0	0
9	12704704	134812445	13	1	0	0	7	21	586	14	1.3455836262238e-05	1.40908253269869e-10	7.17507135483686e-06	3.33066907387547e-16	12	12	12	12	12	949	16	10	39	0	15_7	15:24116505-91763410;7:5528719-153784146
	BS_E0S2Y0TS	0.00159948244141007	5.33563806384814e-09	8.34056333420901e-16	0	0
10	17233929	116567734	23	0	0	0	3	26	586	6	3.89506154965084e-12	9.70254645263099e-05	NA	5.55111512312578e-16	4	4	4	4	4	0	0	0	0	NA		 	BS_E0S2Y0TS	7.33814897608749e-10	0.00130892843653418	1.28637333299193e-15	0	0
11	1025366	130130036	18	0	1	0	5	24	586	7	4.45173112455416e-07	2.17919569861974e-07	NA	9.05749253377053e-10	5	5	5	5	5	0	0	0	0	NA		 	BS_E0S2Y0TS	6.17368545537129e-05	5.6238054600261e-06	1.53823663269943e-09	0	0
12	6200564	115642032	22	1	0	0	2	25	586	3	1.90679374067184e-11	0.00219493128448362	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E0S2Y0TS	3.34023429835233e-09	0.0158617280324292	0	0	0
13	16441601	113846526	17	0	0	0	2	19	586	2	1.06117270774118e-10	0.00118605209919383	NA	2.22044604925031e-16	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E0S2Y0TS	1.6818745217136e-08	0.00989462132168909	6.04802946076043e-16	0	0
14	68925672	106142387	6	1	0	0	1	8	586	4	0.0117258755784214	0.031445856627184	NA	0	2	2	10	3	10	0	0	0	0	NA		 	BS_E0S2Y0TS	0.337414604180224	0.109972365068726	0	0	0
15	24116505	91763410	12	1	1	0	6	20	586	7	4.44507364706065e-05	4.55276604622704e-10	0.00251355279805499	3.33066907387547e-16	5	5	10	10	10	475	8	5	19	1.73302817232086e-276	14	14:68925672-106142387;	BS_E0S2Y0TS	0.00472170854956389	1.64699021702053e-08	8.34056333420901e-16	0	0
16	173469	55489649	8	3	0	0	2	13	586	11	0.0135115316613288	0.00071530464781189	NA	2.25253149466198e-12	9	9	12	10	12	0	0	0	0	NA		 	BS_E0S2Y0TS	0.38218879217668	0.00660537056952923	4.30434236108675e-12	1	1
17	16439413	82098120	46	0	2	0	1	49	586	8	9.8873302657261e-27	0.0270628750942854	NA	1.33226762955019e-15	4	4	6	4	4	0	0	0	0	NA		 	BS_E0S2Y0TS	4.11354136263646e-24	0.0999238295173267	2.90071485499163e-15	0	0
18	43834698	63652859	1	1	0	0	0	2	586	5	0.572406704470879	NA	NA	NA	2	2	8	3	6	0	0	0	0	NA		 	BS_E0S2Y0TS	0.619631498714411	NA	NA	0	0
19	1599559	55387928	21	0	0	0	3	24	586	2	6.78435003488281e-11	7.63224137969092e-06	NA	0	NA	NA	2	1	2	0	0	0	0	NA		 	BS_E0S2Y0TS	1.14816500166618e-08	0.00013662723706943	0	0	0
20	23633999	63521280	9	0	0	0	1	10	586	2	4.44507364706065e-05	0.0215202565967607	NA	2.22044604925031e-16	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E0S2Y0TS	0.00472170854956389	0.0863296102091178	6.04802946076043e-16	0	0
21	46126236	46131949	2	0	0	0	0	2	586	1	0.111610225094713	0.00261699117294197	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E0S2Y0TS	0.522568139124258	0.0182498724653526	NA	0	0
22	23782482	45562911	23	0	0	0	1	24	586	3	6.9654977775784e-14	0.0118746812017428	NA	0	NA	NA	5	3	5	0	0	0	0	NA		 	BS_E0S2Y0TS	1.47979777253448e-11	0.0566026470616407	0	0	0
X	1387418	154370872	16	1	0	0	14	31	586	1	7.79119533210948e-06	6.92117234298861e-19	0	0	NA	NA	NA	NA	NA	953	18	11	39	0	1_5_6	1:15440587-181074186;5:2058987-181243691
6:29768397-29988216;	BS_E0S2Y0TS	0.000948720553550161	5.39274678391196e-17	0	0	0
1	193582778	236361703	1	1	0	0	0	2	35	2	0.572406704470879	0.242180654195638	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_4Z6F1HJZ	0.619631498714411	0.386515999441699	NA	0	0
2	178441817	178444309	1	0	0	0	0	1	35	1	0.391625176271089	1	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_4Z6F1HJZ	0.522568139124258	1	NA	0	0
3	57536788	57538416	0	1	0	0	0	1	35	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_4Z6F1HJZ	0.522568139124258	NA	NA	0	0
4	49311041	49319861	0	4	0	0	0	4	35	2	0.00738316050535977	0.564748879676654	NA	0	NA	NA	4	4	4	0	0	0	0	NA		 	BS_4Z6F1HJZ	0.240917835444501	0.649434496922397	0	0	0
5	NA	NA	0	0	0	0	0	0	35	NA	NA	NA	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_4Z6F1HJZ	NA	NA	NA	0	0
6	29931936	29956187	1	1	0	0	0	2	35	2	0.572406704470879	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_4Z6F1HJZ	0.619631498714411	NA	NA	0	0
7	131654320	131654912	0	1	0	0	0	1	35	1	0.391625176271089	NA	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_4Z6F1HJZ	0.522568139124258	NA	NA	0	0
8	143342244	143342536	1	0	0	0	0	1	35	1	0.391625176271089	0.46572263228415	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_4Z6F1HJZ	0.522568139124258	0.571515254458742	NA	0	0
9	NA	NA	0	0	0	0	0	0	35	NA	NA	NA	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_4Z6F1HJZ	NA	NA	NA	0	0
10	NA	NA	0	0	0	0	0	0	35	NA	NA	0.431346118172137	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_4Z6F1HJZ	NA	0.546887667297624	NA	0	0
11	NA	NA	0	0	0	0	0	0	35	NA	NA	0.435417239477802	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_4Z6F1HJZ	NA	0.549382734643145	NA	0	0
12	29434289	65307547	2	0	0	0	2	4	35	4	0.00738316050535977	0.00175997186939746	NA	1.4432899320127e-15	1	2	3	1	3	0	0	0	0	NA		 	BS_4Z6F1HJZ	0.240917835444501	0.013792687345278	3.13738487232367e-15	0	0
13	NA	NA	0	0	0	0	0	0	35	NA	NA	0.00711273022222291	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_4Z6F1HJZ	NA	0.0374427179952877	NA	0	0
14	NA	NA	0	0	0	0	0	0	35	NA	NA	0.318467077442262	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_4Z6F1HJZ	NA	0.455759167567594	NA	0	0
15	NA	NA	0	0	0	0	0	0	35	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_4Z6F1HJZ	NA	NA	NA	0	0
16	NA	NA	0	0	0	0	0	0	35	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_4Z6F1HJZ	NA	NA	NA	0	0
17	NA	NA	0	0	0	0	0	0	35	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_4Z6F1HJZ	NA	NA	NA	0	0
18	NA	NA	0	0	0	0	0	0	35	NA	NA	NA	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_4Z6F1HJZ	NA	NA	NA	0	0
19	NA	NA	0	0	0	0	0	0	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_4Z6F1HJZ	NA	NA	NA	0	0
20	16258309	21167075	0	1	1	0	0	2	35	1	0.572406704470879	0.0264850900554816	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_4Z6F1HJZ	0.619631498714411	0.0999238295173267	NA	0	0
21	NA	NA	0	0	0	0	0	0	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_4Z6F1HJZ	NA	NA	NA	0	0
22	23596909	43526866	1	0	1	1	6	9	35	3	0.747679587287714	2.80370137086765e-12	6.96394886201546e-09	8.88178419700125e-16	NA	NA	5	3	5	9	3	2	7	0.100583814936247	12	12:29434289-65307547;	BS_4Z6F1HJZ	0.797604773404682	1.25290405010648e-10	1.9654857412201e-15	0	0
X	NA	NA	0	0	0	0	0	0	35	NA	NA	0.462710388868424	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_4Z6F1HJZ	NA	0.570720076481391	NA	0	0
1	29394297	39555508	1	1	0	0	0	2	22	2	0.572406704470879	0.279177097772299	NA	NA	NA	NA	15	11	15	0	0	0	0	NA		 	BS_E5H6CFYT	0.619631498714411	0.420756059940769	NA	0	0
2	141145738	141452454	2	0	0	0	0	2	22	1	0.111610225094713	NA	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_E5H6CFYT	0.522568139124258	NA	NA	0	0
3	196809206	196809416	1	0	0	0	0	1	22	1	0.391625176271089	0.252231750035554	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E5H6CFYT	0.522568139124258	0.394680345221699	NA	0	0
4	NA	NA	0	0	0	0	0	0	22	NA	NA	0.242155739440823	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_E5H6CFYT	NA	0.386515999441699	NA	0	0
5	45695875	177191216	2	0	0	0	0	2	22	5	0.111610225094713	NA	NA	NA	3	3	6	6	6	0	0	0	0	NA		 	BS_E5H6CFYT	0.522568139124258	NA	NA	0	0
6	52788213	52826513	1	0	0	0	0	1	22	1	0.391625176271089	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_E5H6CFYT	0.522568139124258	NA	NA	0	0
7	NA	NA	0	0	0	0	0	0	22	NA	NA	0.198209432049525	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_E5H6CFYT	NA	0.342610302412112	NA	0	0
8	22218122	138742756	1	1	0	0	1	3	22	2	0.801251956901201	0.0508957937000793	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_E5H6CFYT	0.826754240948485	0.147141778685864	NA	0	0
9	NA	NA	0	0	0	0	0	0	22	NA	NA	NA	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_E5H6CFYT	NA	NA	NA	0	0
10	NA	NA	0	0	0	0	0	0	22	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_E5H6CFYT	NA	NA	NA	0	0
11	NA	NA	0	0	0	0	0	0	22	NA	NA	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_E5H6CFYT	NA	NA	NA	0	0
12	11083840	11104411	1	0	0	0	0	1	22	1	0.391625176271089	0.174637300519837	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E5H6CFYT	0.522568139124258	0.315869112714358	NA	0	0
13	NA	NA	0	0	0	0	0	0	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E5H6CFYT	NA	NA	NA	0	0
14	23967061	24004084	1	0	0	0	0	1	22	1	0.391625176271089	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_E5H6CFYT	0.522568139124258	NA	NA	0	0
15	40970258	40970561	1	0	0	0	0	1	22	1	0.391625176271089	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_E5H6CFYT	0.522568139124258	NA	NA	0	0
16	NA	NA	0	0	0	0	0	0	22	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_E5H6CFYT	NA	NA	NA	0	0
17	44831780	65276302	2	0	0	0	0	2	22	2	0.111610225094713	0.103935852031509	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_E5H6CFYT	0.522568139124258	0.225314835284999	NA	0	0
18	NA	NA	0	0	0	0	0	0	22	NA	NA	NA	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_E5H6CFYT	NA	NA	NA	0	0
19	NA	NA	0	0	0	0	0	0	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E5H6CFYT	NA	NA	NA	0	0
20	NA	NA	0	0	0	0	0	0	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E5H6CFYT	NA	NA	NA	0	0
21	42077807	42936546	0	0	0	1	0	1	22	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E5H6CFYT	0.522568139124258	NA	NA	0	0
